12/22/17,Donas,Dona maple con tocino,1
12/22/17,cafe ,cafe Capuchino,2
12/22/17,Donas,Dona Cookies &Cream,1
12/22/17,Donas,Dona de Menta,1
12/22/17,Donas,Dona Crema Irlandesa,1
12/22/17,cafe ,cafe Capuchino,2
12/22/17,Donas,Dona Navideña,2
12/22/17,Donas,Dona de chocolate,1
12/22/17,cafe ,cafe Latte,1
12/22/17,Donas,Dona maple con tocino,1
12/22/17,cafe ,cafe Capuchino,1
12/22/17,cafe ,cafe Espresso,1
12/22/17,cafe ,Chocolate Caliente,1
12/22/17,Donas,Dona de chocolate,1
12/22/17,Donas,Dona maple con tocino,1
12/22/17,Donas,Dona de Menta,1
12/22/17,Donas,Dona de chocolate,1
12/22/17,Donas,Dona Espolvoreada,1
12/22/17,Donas,Dona Navideña,1
12/22/17,cafe ,cafe Capuchino,1
12/21/17,Donas,Dona Cookies &Cream,1
12/21/17,Donas,Dona de Menta,1
12/21/17,Donas,Dona Crema Irlandesa,1
12/21/17,Otros,Caja Dona 6 Pzas,1
12/21/17,Donas,Dona Navideña,1
12/21/17,Donas,Dona Espolvoreada,1
12/21/17,Donas,Dona Crema Irlandesa,1
12/21/17,cafe ,cafe Capuchino,2
12/21/17,cafe ,cafe Capuchino,2
12/21/17,Donas,Dona Cookies &Cream,1
12/21/17,Donas,Dona Crema Irlandesa,1
12/21/17,Donas,Dona Crema Irlandesa,1
12/21/17,Otros,Caja Dona 6 Pzas,3
12/21/17,Donas,Dona Cookies &Cream,1
12/21/17,Donas,Dona Navideña,1
12/21/17,Donas,Dona de chocolate,1
12/21/17,cafe ,cafe Americano,1
12/21/17,Donas,Dona Nutella,1
12/21/17,Donas,Dona Cookies &Cream,2
12/21/17,Donas,Dona de chocolate,1
12/21/17,Donas,Dona Pie de Limon,1
12/20/17,cafe ,cafe Capuchino,1
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona Espolvoreada,1
12/20/17,Donas,Dona de chocolate,2
12/20/17,Donas,Dona maple con tocino,2
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona Espolvoreada,1
12/20/17,Donas,Dona de Menta,1
12/20/17,Donas,Dona Pie de Limon,1
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona Homero Simpson,1
12/20/17,Donas,Dona Navideña,1
12/20/17,Donas,Dona Nutella,2
12/20/17,Donas,Dona Navideña,1
12/20/17,cafe ,Chocolate Caliente,1
12/20/17,cafe ,cafe Americano,1
12/20/17,Donas,Dona de chocolate,1
12/20/17,Donas,Dona Nutella,1
12/20/17,Donas,Dona maple con tocino,1
12/20/17,cafe ,Chocolate Caliente,1
12/20/17,Donas,Dona Nutella,1
12/20/17,cafe ,cafe Capuchino,2
12/20/17,Donas,Dona Nutella,1
12/20/17,Donas,Dona Navideña,1
12/20/17,Donas,Dona Nutella,1
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona Navideña,1
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,cafe ,cafe Capuchino,1
12/20/17,Donas,Dona Homero Simpson,1
12/20/17,cafe ,cafe Capuchino,1
12/20/17,Donas,Dona maple con tocino,2
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona maple con tocino,3
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona Nutella,1
12/20/17,Donas,Dona de chocolate,1
12/20/17,Donas,Dona Espolvoreada,1
12/20/17,Donas,Dona Cookies &Cream,1
12/20/17,Donas,Dona de chocolate,1
12/20/17,Donas,Dona maple con tocino,1
12/20/17,Donas,Dona Nutella,2
12/20/17,cafe ,cafe Americano,1
12/20/17,Donas,Dona maple con tocino,1
12/20/17,cafe ,cafe Americano,1
12/19/17,Donas,Dona de Menta,2
12/19/17,Donas,Dona Navideña,1
12/19/17,None,Coca Cola,1
12/19/17,Donas,Dona de Menta,1
12/19/17,Donas,Dona de chocolate,1
12/19/17,Donas,Dona Espolvoreada,1
12/19/17,Donas,Dona de chocolate,1
12/19/17,Donas,Dona de chocolate,1
12/19/17,Donas,Dona Nutella,1
12/19/17,cafe ,Chocolate Caliente,1
12/19/17,Donas,Dona Nutella,3
12/19/17,Donas,Dona Te chaí,2
12/19/17,Donas,Dona Navideña,1
12/19/17,Donas,Dona Cookies &Cream,1
12/19/17,Donas,Dona Nutella,1
12/19/17,Donas,Dona Crema Irlandesa,1
12/19/17,Donas,Dona Cookies &Cream,1
12/19/17,Donas,Dona Navideña,1
12/19/17,Donas,Dona de Menta,1
12/19/17,Donas,Dona Navideña,1
12/19/17,Donas,Dona Cookies &Cream,1
12/19/17,Donas,Dona maple con tocino,1
12/19/17,Donas,Dona Nutella,1
12/19/17,Donas,Dona Te chaí,1
12/19/17,Donas,Dona Espolvoreada,1
12/19/17,cafe ,cafe Americano,1
12/19/17,Donas,Dona Cookies &Cream,1
12/19/17,Donas,Dona Crema Irlandesa,1
12/19/17,Donas,Dona Espolvoreada,1
12/19/17,Donas,Dona maple con tocino,1
12/19/17,Donas,Dona Crema Irlandesa,2
12/19/17,Donas,Dona Espolvoreada,2
12/19/17,Donas,Dona de chocolate,2
12/19/17,Donas,Dona maple con tocino,2
12/19/17,Donas,Dona Cookies &Cream,4
12/19/17,Donas,Dona Espolvoreada,1
12/19/17,Donas,Dona de chocolate,1
12/19/17,Donas,Dona maple con tocino,2
12/19/17,Donas,Dona Cookies &Cream,2
12/19/17,Donas,Dona de chocolate,1
12/19/17,cafe ,cafe Capuchino,1
12/19/17,Donas,Dona maple con tocino,1
12/19/17,cafe ,cafe Americano,2
12/18/17,Donas,Dona Corazones Negros,1
12/18/17,Donas,Dona Nutella,1
12/18/17,Donas,Dona Espolvoreada,1
12/18/17,Donas,Dona Corazones Negros,1
12/18/17,Donas,Dona Nutella,1
12/18/17,cafe ,cafe Capuchino,1
12/18/17,cafe ,cafe Americano,1
12/18/17,Donas,Dona Corazones Negros,1
12/18/17,Donas,Dona de chocolate,1
12/18/17,Donas,Dona Cookies &Cream,1
12/18/17,Donas,Dona Nutella,1
12/18/17,Donas,Dona de Menta,1
12/18/17,Donas,Dona Crema Irlandesa,1
12/18/17,Donas,Dona Espolvoreada,1
12/18/17,cafe ,cafe Americano,2
12/18/17,Donas,Dona Corazones Negros,1
12/18/17,Donas,Dona de chocolate,1
12/18/17,Donas,Dona Crema Irlandesa,3
12/18/17,Donas,Dona Cookies &Cream,1
12/18/17,Donas,Dona Corazones Negros,1
12/18/17,Donas,Dona Nutella,2
12/18/17,Donas,Dona maple con tocino,1
12/18/17,Donas,Dona maple con tocino,2
12/18/17,Donas,Dona Cookies &Cream,2
12/18/17,cafe ,cafe Capuchino,1
12/18/17,cafe ,cafe Capuchino,1
12/18/17,Donas,Dona de chocolate,1
12/18/17,cafe ,cafe Capuchino,1
12/18/17,Donas,Dona maple con tocino,1
12/18/17,cafe ,cafe Americano,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona Espolvoreada,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona Te chaí,2
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,Donas,Dona Te chaí,1
12/16/17,Donas,Dona maple con tocino,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona Te chaí,1
12/16/17,Donas,Dona de Menta,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,Donas,Dona de chocolate,2
12/16/17,Donas,Dona Espolvoreada,1
12/16/17,Donas,Dona Te chaí,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,Donas,Dona maple con tocino,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,Donas,Dona maple con tocino,2
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona Nutella,3
12/16/17,Donas,Dona maple con tocino,2
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona Te chaí,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,Donas,Dona Espolvoreada,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,Donas,Dona Te chaí,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,Donas,Dona Te chaí,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,Donas,Dona maple con tocino,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,Donas,Dona maple con tocino,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,Donas,Dona Espolvoreada,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona maple con tocino,2
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,cafe ,cafe Latte,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,cafe ,cafe Espresso,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,cafe ,cafe Latte,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,Donas,Dona Crema Irlandesa,1
12/16/17,Donas,Dona Nutella,1
12/16/17,cafe ,Chocolate Caliente,1
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,Donas,Dona de chocolate,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,Donas,Dona Cookies &Cream,1
12/16/17,Donas,Dona Nutella,1
12/16/17,cafe ,cafe Capuchino,1
12/16/17,cafe ,cafe Capuchino,2
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona Pie de Limon,1
12/16/17,cafe ,cafe Americano,1
12/16/17,Donas,Dona maple con tocino,2
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,Donas,Dona de Menta,1
12/16/17,Donas,Dona Espolvoreada,1
12/16/17,Donas,Dona Nutella,1
12/16/17,Donas,Dona maple con tocino,1
12/16/17,Donas,Dona Homero Simpson,1
12/16/17,Donas,Dona maple con tocino,2
12/16/17,cafe ,cafe Capuchino,2
12/16/17,cafe ,cafe Espresso,1
12/16/17,Donas,Dona Nutella,1
12/16/17,cafe ,cafe Capuchino,2
12/16/17,Donas,Dona Nutella,1
12/15/17,Donas,Dona de Menta,1
12/15/17,Donas,Dona Homero Simpson,1
12/15/17,Donas,Dona Cookies &Cream,2
12/15/17,Donas,Dona Espolvoreada,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,cafe ,cafe Americano,1
12/15/17,Donas,Dona Cookies &Cream,1
12/15/17,Donas,Dona de Menta,1
12/15/17,Donas,Dona Homero Simpson,1
12/15/17,Donas,Dona Te chaí,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona Corazones Negros,1
12/15/17,Donas,Dona Crema Irlandesa,1
12/15/17,cafe ,cafe Americano,1
12/15/17,Donas,Dona Te chaí,1
12/15/17,Donas,Dona Espolvoreada,1
12/15/17,Donas,Dona Crema Irlandesa,1
12/15/17,Donas,Dona Nutella,1
12/15/17,Donas,Dona Homero Simpson,2
12/15/17,Donas,Dona Cookies &Cream,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona Te chaí,1
12/15/17,Donas,Dona Cookies &Cream,1
12/15/17,Donas,Dona Nutella,3
12/15/17,Donas,Dona Crema Irlandesa,1
12/15/17,Donas,Dona de Menta,1
12/15/17,Donas,Dona Cookies &Cream,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona Te chaí,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona Espolvoreada,1
12/15/17,Donas,Dona Corazones Negros,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona Nutella,1
12/15/17,Otros,Caja Dona 6 Pzas,1
12/15/17,Donas,Dona Cookies &Cream,1
12/15/17,Donas,Dona Crema Irlandesa,1
12/15/17,Otros,Caja Dona 6 Pzas,1
12/15/17,Donas,Dona Crema Irlandesa,2
12/15/17,Otros,Caja Dona 6 Pzas,1
12/15/17,Donas,Dona Espolvoreada,1
12/15/17,Donas,Dona Nutella,1
12/15/17,Donas,Dona Crema Irlandesa,1
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona de Menta,1
12/15/17,cafe ,cafe Latte,1
12/15/17,Donas,Dona de Menta,1
12/15/17,cafe ,cafe Capuchino,2
12/15/17,cafe ,cafe Americano,1
12/15/17,Donas,Dona Nutella,2
12/15/17,cafe ,Chocolate Caliente,1
12/15/17,Donas,Dona maple con tocino,1
12/15/17,cafe ,cafe Capuchino,1
12/15/17,Donas,Dona Crema Irlandesa,3
12/15/17,Donas,Dona Cookies &Cream,2
12/15/17,cafe ,cafe Capuchino,2
12/15/17,Donas,Dona de chocolate,1
12/15/17,Donas,Dona Nutella,1
12/15/17,cafe ,cafe Capuchino,1
12/15/17,Donas,Dona maple con tocino,1
12/15/17,Donas,Dona Nutella,1
12/15/17,Otros,Caja Dona 6 Pzas,1
12/15/17,Donas,Dona maple con tocino,2
12/15/17,Donas,Dona Espolvoreada,1
12/15/17,cafe ,Chocolate Caliente,1
12/15/17,cafe ,cafe Capuchino,1
12/14/17,cafe ,cafe Capuchino,2
12/14/17,cafe ,cafe Americano,1
12/14/17,Otros,Caja Dona 6 Pzas,3
12/14/17,Donas,Dona Espolvoreada,1
12/14/17,Donas,Dona Nutella,1
12/14/17,Donas,Dona Nutella,2
12/14/17,Donas,Dona de chocolate,2
12/14/17,Donas,Dona Cookies &Cream,2
12/14/17,cafe ,cafe Americano,1
12/14/17,Donas,Dona Cookies &Cream,1
12/14/17,Donas,Dona maple con tocino,2
12/14/17,cafe ,cafe Americano,2
12/14/17,Otros,Caja Dona 6 Pzas,1
12/13/17,Donas,Dona de chocolate,1
12/13/17,Donas,Dona maple con tocino,1
12/13/17,cafe ,cafe Americano,1
12/13/17,Otros,Caja Dona 6 Pzas,2
12/13/17,Donas,Dona Crema Irlandesa,1
12/13/17,Donas,Dona Te chaí,1
12/13/17,Donas,Dona Espolvoreada,1
12/13/17,Donas,Dona Cookies &Cream,1
12/13/17,Donas,Dona de chocolate,2
12/13/17,Donas,Dona Nutella,1
12/13/17,Donas,Dona Pie de Limon,1
12/13/17,Donas,Dona Crema Irlandesa,1
12/13/17,Donas,Dona Te chaí,1
12/13/17,Donas,Dona de chocolate,1
12/13/17,Otros,Caja Dona 6 Pzas,1
12/13/17,Donas,Dona maple con tocino,2
12/13/17,cafe ,cafe Capuchino,2
12/13/17,cafe ,cafe Americano,1
12/13/17,cafe ,cafe Capuchino,1
12/13/17,Donas,Dona Cookies &Cream,2
12/13/17,Donas,Dona Nutella,1
12/13/17,Donas,Dona Crema Irlandesa,1
12/13/17,cafe ,cafe Espresso,1
12/13/17,Donas,Dona maple con tocino,1
12/12/17,Donas,Dona Espolvoreada,2
12/12/17,Donas,Dona Homero Simpson,1
12/12/17,cafe ,cafe Americano,1
12/12/17,Donas,Dona Pie de Limon,1
12/12/17,Donas,Dona de chocolate,1
12/12/17,Donas,Dona Espolvoreada,1
12/12/17,Donas,Dona Pie de Limon,1
12/12/17,Donas,Dona Nutella,1
12/12/17,Donas,Dona Cotton Candy,1
12/12/17,Donas,Dona Nutella,10
12/12/17,Donas,Dona Pie de Limon,5
12/12/17,Donas,Dona Homero Simpson,5
12/12/17,Donas,Dona Cotton Candy,5
12/12/17,Otros,Caja Dona 6 Pzas,2
12/12/17,Donas,Dona de chocolate,1
12/12/17,Donas,Dona Pie de Limon,2
12/12/17,cafe ,cafe Americano,1
12/12/17,cafe ,cafe Capuchino,1
12/12/17,Donas,Dona maple con tocino,1
12/12/17,Otros,Caja Dona 6 Pzas,1
12/12/17,Donas,Dona Espolvoreada,1
12/12/17,Donas,Dona Homero Simpson,1
12/12/17,Donas,Dona maple con tocino,2
12/12/17,Donas,Dona Nutella,1
12/12/17,Donas,Dona Espolvoreada,1
12/12/17,Donas,Dona Cookies &Cream,1
12/12/17,cafe ,cafe Capuchino,1
12/12/17,Donas,Dona de chocolate,1
12/12/17,Otros,Caja Dona 6 Pzas,1
12/12/17,cafe ,cafe Americano,1
12/10/17,cafe ,Chocolate Caliente,2
12/10/17,Otros,Caja Dona 6 Pzas,2
12/10/17,Donas,Dona Homero Simpson,1
12/10/17,cafe ,cafe Capuchino,4
12/10/17,cafe ,cafe Capuchino,2
12/10/17,Donas,Dona maple con tocino,1
12/10/17,Otros,Caja Dona 6 Pzas,1
12/10/17,Donas,Dona de chocolate,2
12/10/17,Donas,Dona Espolvoreada,1
12/10/17,Donas,Dona Nutella,1
12/10/17,cafe ,Chocolate Caliente,1
12/10/17,cafe ,cafe Americano,1
12/10/17,Donas,Dona Nutella,1
12/10/17,cafe ,cafe Americano,1
12/10/17,cafe ,cafe Espresso,1
12/10/17,Donas,Dona Cotton Candy,1
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Donas,Dona Homero Simpson,1
12/10/17,cafe ,Chocolate Caliente,1
12/10/17,cafe ,cafe Capuchino,1
12/10/17,Donas,Dona maple con tocino,1
12/10/17,Donas,Dona Nutella,2
12/10/17,cafe ,cafe Capuchino,1
12/10/17,cafe ,cafe Americano,1
12/10/17,Donas,Dona Nutella,2
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Donas,Dona de Menta,1
12/10/17,Donas,Dona Te chaí,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,cafe ,cafe Capuchino,1
12/10/17,Donas,Dona Cotton Candy,1
12/10/17,Donas,Dona maple con tocino,1
12/10/17,cafe ,cafe Capuchino,1
12/10/17,Donas,Dona de chocolate,1
12/10/17,Donas,Dona Homero Simpson,1
12/10/17,Donas,Dona Cotton Candy,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,Donas,Dona de Menta,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Donas,Dona maple con tocino,1
12/10/17,Donas,Dona Te chaí,1
12/10/17,Donas,Dona Nutella,1
12/10/17,cafe ,Chocolate Caliente,2
12/10/17,Donas,Dona maple con tocino,1
12/10/17,Donas,Dona Corazones Negros,1
12/10/17,cafe ,cafe Capuchino,1
12/10/17,Donas,Dona Espolvoreada,2
12/10/17,Donas,Dona Corazones Negros,2
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,Donas,Dona Corazones Negros,1
12/10/17,Donas,Dona maple con tocino,1
12/10/17,Donas,Dona Nutella,1
12/10/17,cafe ,cafe Americano,1
12/10/17,Donas,Dona de Menta,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona Cookies &Cream,4
12/10/17,Donas,Dona de chocolate,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,Donas,Dona de Menta,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,Donas,Dona de chocolate,1
12/10/17,Donas,Dona Homero Simpson,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Donas,Dona de Menta,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,cafe ,cafe Capuchino,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,cafe ,cafe Capuchino,1
12/10/17,cafe ,cafe Espresso,3
12/10/17,Donas,Dona de chocolate,1
12/10/17,Donas,Dona Cotton Candy,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,Donas,Dona Cotton Candy,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,cafe ,cafe Espresso,1
12/10/17,cafe ,cafe Americano,1
12/10/17,Donas,Dona Corazones Negros,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,Donas,Dona Pie de Limon,1
12/10/17,Donas,Dona Espolvoreada,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Otros,Caja Dona 6 Pzas,1
12/10/17,Otros,Caja Dona 6 Pzas,1
12/10/17,Donas,Dona de chocolate,1
12/10/17,Donas,Dona de Menta,1
12/10/17,cafe ,cafe Americano,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona Cotton Candy,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,cafe ,cafe Capuchino,2
12/10/17,cafe ,cafe Capuchino,1
12/10/17,Donas,Dona Crema Irlandesa,1
12/10/17,Donas,Dona Corazones Negros,1
12/10/17,Donas,Dona de Menta,1
12/10/17,Donas,Dona Espolvoreada,1
12/10/17,Donas,Dona Cookies &Cream,1
12/10/17,Donas,Dona Corazones Negros,1
12/10/17,Donas,Dona Nutella,1
12/10/17,Donas,Dona maple con tocino,1
12/10/17,Donas,Dona Cotton Candy,1
